0,144.00,159.00
1,161.00,157.00
2,160.00,147.00
3,159.00,152.00
4,161.00,148.00
5,150.00,151.00
6,154.00,152.00
7,151.00,146.00
8,157.00,146.00
9,155.00,150.00
10,159.00,140.00
11,151.00,150.00
12,160.00,155.00
13,158.00,159.00
14,157.00,149.00
15,159.00,151.00
16,141.00,158.00
17,168.00,179.00
18,168.00,173.00
19,178.00,160.00
20,171.00,157.00
21,171.00,174.00
22,170.00,167.00
23,164.00,167.00
24,174.00,156.00
25,173.00,171.00
26,169.00,170.00
27,168.00,170.00
28,164.00,166.00
29,170.00,167.00
30,172.00,160.00
31,174.00,167.00
32,168.00,166.00
33,172.00,169.00
34,166.00,171.00
35,164.00,170.00
36,167.00,161.00
37,162.00,169.00
38,161.00,152.00
39,149.00,151.00
40,158.00,158.00
41,153.00,157.00
42,151.00,152.00
43,139.00,150.00
44,154.00,131.00
45,148.00,151.00
46,157.00,159.00
47,159.00,153.00
48,157.00,155.00
