0,176.00,173.00
1,164.00,188.00
2,179.00,163.00
3,164.00,152.00
4,160.00,154.00
5,167.00,155.00
6,167.00,142.00
7,170.00,152.00
8,156.00,159.00
9,150.00,153.00
10,150.00,157.00
11,170.00,169.00
12,166.00,195.00
13,170.00,171.00
14,160.00,155.00
15,179.00,183.00
16,172.00,174.00
17,172.00,172.00
18,164.00,180.00
19,172.00,176.00
20,159.00,170.00
21,160.00,166.00
22,161.00,162.00
23,158.00,199.00
24,193.00,205.00
25,182.00,202.00
26,171.00,197.00
27,179.00,208.00
28,185.00,201.00
29,185.00,203.00
30,176.00,201.00
31,181.00,201.00
32,181.00,198.00
33,176.00,201.00
34,189.00,198.00
35,193.00,219.00
36,202.00,205.00
37,188.00,205.00
38,185.00,197.00
39,190.00,196.00
40,188.00,200.00
41,182.00,197.00
42,190.00,194.00
43,195.00,193.00
44,197.00,199.00
45,183.00,194.00
46,189.00,203.00
47,192.00,196.00
48,191.00,199.00
49,197.00,199.00
