0,1023.00,1023.00
1,1023.00,1023.00
2,1023.00,1023.00
3,1023.00,1023.00
4,1023.00,1023.00
5,1023.00,1023.00
6,1023.00,1023.00
7,1023.00,1023.00
8,1023.00,528.00
9,762.00,663.00
10,877.00,701.00
11,895.00,786.00
12,901.00,732.00
13,898.00,740.00
14,1009.00,731.00
15,989.00,739.00
16,930.00,653.00
17,912.00,636.00
18,889.00,630.00
19,877.00,626.00
20,870.00,623.00
21,867.00,617.00
22,878.00,620.00
23,883.00,624.00
24,894.00,626.00
25,881.00,626.00
26,873.00,659.00
27,912.00,703.00
28,1014.00,880.00
29,1023.00,1023.00
30,1023.00,1023.00
31,1023.00,1023.00
32,1023.00,1023.00
33,1023.00,1023.00
34,1023.00,1023.00
35,1023.00,1023.00
36,1023.00,1023.00
37,1023.00,1023.00
38,1023.00,1023.00
39,1023.00,1023.00
40,1023.00,1023.00
41,1023.00,1023.00
42,1023.00,1023.00
43,1023.00,1023.00
44,1023.00,1023.00
45,1023.00,1023.00
46,1023.00,1023.00
47,1023.00,1023.00
48,1023.00,1023.00
49,1023.00,1023.00
50,1023.00,1023.00
51,1023.00,1023.00
52,1023.00,1023.00
53,1023.00,1023.00
54,1023.00,1023.00
